date_received,product,sub_product,issue,sub_issue,complaint_what_happened,company_public_response,company,state,zip_code,consumer_consent_provided,submitted_via,date_sent_to_company,company_response,timely,tags,consumer_disputed,complaint_id
2018-02-11T00:00:00.000,Debt collection,Mortgage debt,Communication tactics,Frequent or repeated calls,"My complaint to XXXX XXXX XXXX XXXX website not answered. They call 5 times a day, & I tell them the same thing : payment will be brought fully current the next time I get paid on XX/XX/XXXX. They say ok, but then they call again & again, 5+ times a day for 2 more weeks because they cant stop the robocalls.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,NJ,087XX,Consent provided,Web,2018-02-11T00:00:00.000,Closed with explanation,Yes,,N/A,2810282
2018-11-28T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,"1- XXXX has failed to provide proof by affidavit upon my request, which adheres to the Laws of New York State SCP Surrogate 's Court Procedures : "" Every claim against the estate of a decedent other than claims for expenses of administration and claims of the United States or the state of New York must be in writing, contain statement of the facts upon which it is based and the amount thereof. In addition the fiduciary may require the claimant to present proof by affidavit that the amount of the claim is justly due, that all payments thereon, if any, have been credited, that the claimant knows of no offsets and no evidence of indebtedness and holds no security, except as specifically described in the affidavit. '' As the fiduciary of XXXX XXXX XXXX XXXX   estate, I am requiring the claimant to present proof by affidavit. 2- In CFPB response XXXX, HSBC states , "" The legal description in the Mortgage and Mortgage and Consolidation Agreements matches the legal description in the title reports dated XX/XX/XXXX, XX/XX/XXXX, and XX/XX/XXXX. Each title report references the deed dated XX/XX/XXXX, recorded on XX/XX/XXXX, XXXX # XXXX, page 770 ( copies enclosed ). It is unclear as to whether the Deed dated XX/XX/XXXX, describes the property address of XXXX XXXX, XXXX, NY XXXX because a specific property address for the property is not set forth in the Deed. HSBC held a security interest in the property described within the Mortgage dated XX/XX/XXXX, and Mortgage and Consolidation Agreements dated XX/XX/XXXX, and XX/XX/XXXX ( copies enclosed ). HSBC sold the loan at issue to XXXX XXXX XXXX effective XX/XX/XXXX. '' HSBC has thus confirmed they have never held a security interest in XXXX XXXX XXXX XXXX, as this property does not lie in the meets and bounds of the deed dated XX/XX/XXXX, recorded on XX/XX/XXXX, XXXX # XXXX, page 770, and is absolutely not the property contained as a security interest in said loans. However, XXXX continues to force place insurance and threaten legal action with regards to XXXX XXXX XXXX XXXX ; a property in which they have no security interest in. It has been well documented XXXX 's actions are both fraudulent and deceptive.",,HSBC NORTH AMERICA HOLDINGS INC.,NJ,08085,Consent provided,Web,2018-11-28T00:00:00.000,Closed with explanation,Yes,,N/A,3085940
2018-08-28T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Didn't receive enough information to verify debt,,,NATIONSTAR MORTGAGE,NJ,07405,N/A,Referral,2018-08-29T00:00:00.000,Closed with explanation,Yes,,N/A,3003762
2018-11-06T00:00:00.000,Debt collection,Mortgage debt,Attempts to collect debt not owed,Debt was already discharged in bankruptcy and is no longer owed,,,"Trinity Financial Services, LLC",NJ,08753,N/A,Postal mail,2018-11-06T00:00:00.000,Closed with explanation,Yes,,N/A,3067263
2018-06-04T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Didn't receive enough information to verify debt,,,NATIONSTAR MORTGAGE,NJ,07024,N/A,Fax,2018-06-04T00:00:00.000,Closed with explanation,Yes,,N/A,2926105
2018-11-28T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,"1- SPS has failed to provide proof by affidavit upon my request, which adheres to the Laws of New York State XXXX Surrogate 's Court Procedures : "" Every claim against the estate of a decedent other than claims for expenses of administration and claims of the United States or the state of New York must be in writing, contain statement of the facts upon which it is based and the amount thereof. In addition the fiduciary may require the claimant to present proof by affidavit that the amount of the claim is justly due, that all payments thereon, if any, have been credited, that the claimant knows of no offsets and no evidence of indebtedness and holds no security, except as specifically described in the affidavit. '' As the fiduciary of XXXX XXXX XXXX XXXX   estate, I am requiring the claimant to present proof by affidavit. 2- In CFPB response XXXX, XXXX states , "" The legal description in the Mortgage and Mortgage and Consolidation Agreements matches the legal description in the title reports dated XX/XX/XXXX, XX/XX/XXXX, and XX/XX/XXXX. Each title report references the deed dated XX/XX/XXXX, recorded on XX/XX/XXXX, XXXX # XXXX, page 770 ( copies enclosed ). It is unclear as to whether the Deed dated XX/XX/XXXX, describes the property address of XXXX XXXX, XXXX, NY XXXX because a specific property address for the property is not set forth in the Deed. XXXX held a security interest in the property described within the Mortgage dated XX/XX/XXXX, and Mortgage and Consolidation Agreements dated XX/XX/XXXX, and XX/XX/XXXX ( copies enclosed ). XXXX sold the loan at issue to XXXX XXXX XXXX effective XX/XX/XXXX. '' XXXX has thus confirmed they have never held a security interest in XXXX XXXX XXXX XXXX, as this property does not lie in the meets and bounds of the deed dated XX/XX/XXXX, recorded on XX/XX/XXXX, XXXX # XXXX, page 770, and is absolutely not the property contained as a security interest in said loans. However, SPS continues to force place insurance and threaten legal action with regards to XXXX XXXX XXXX XXXX ; a property in which they have no security interest in. It has been well documented SPS 's actions are both fraudulent and deceptive.",Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",NJ,08085,Consent provided,Web,2018-11-28T00:00:00.000,Closed with explanation,Yes,,N/A,3085880
2018-04-23T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,"XXXX XXXX XXXX XXXXXXXX ( XXXX ) is in violation of : Using any false, deceptive, or misleading representation or means in connection with the collection of any debt, in violation of Section 807 of the FDCPA, 15 U.S.C. 1692e, including but not limited to : ( 1 ) falsely representing the character, amount, or legal status of a debt, or any services rendered or compensation which may be lawfully received by a debt collector for collection of a debt, in violation of Sections 807 ( 2 ) ( A ) and ( B ) of the FDCPA,15 U.S.C. I692e ( 2 ) ( A ) and ( B ). On XX/XX/XXXX, I received a Notice of Default - Right to Cure notice from XXXX in the amount of {$10000.00} for account # XXXX. On XX/XX/XXXX, I received a notice from XXXX stating that they would be force placing hazard insurance on my deceased parent 's home. Specifically they state, "" Because hazard insurance is required on your property, we plan to buy insurance for your property. '' In addition, on XX/XX/XXXX they ordered ( order # XXXX ) and conducted a Broker Price Opinion ( BPO ) on my deceased parent 's home without conducting due diligence or authorization. I have repeatedly told XXXX the security interest they are allegedly servicing, and is legally described in the note and mortgage is not my deceased parent 's home. My deceased parent 's home, per tax records ( attached ) and Deed, is located at Rt. XXXX XXXX XXXX, XXXX, New York. The property 's legal description is codified in Deed XXXX XXXX, dated XXXX in the XXXX XXXX XXXX XXXX. XXXX is erroneously attempting to foreclose on this property. The property legally described in the note and mortgage is codified in Deed XXXX, dated XXXX and is associated with recorded mortgages : XXXX, XXXX and XXXX, all of which are recorded in the XXXX XXXX Land Records. See attached property map. XXXX refuses to acknowledge the truth and continues to pursue collection on the wrong property. They repeatedly state that they are servicing the account per the note and mortgage. They are not. I have provided proof that they are in fact incorrect.",,HSBC NORTH AMERICA HOLDINGS INC.,NJ,08085,Consent provided,Web,2018-04-23T00:00:00.000,Closed with explanation,Yes,,N/A,2884819
2018-06-01T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Didn't receive enough information to verify debt,,,PHH Mortgage Services Corporation,NJ,07078,N/A,Fax,2018-06-01T00:00:00.000,Closed with explanation,Yes,,N/A,2924323
2018-04-25T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,,Company believes it acted appropriately as authorized by contract or law,"Pluese, Becker & Saltzman, LLC",NJ,078XX,Consent not provided,Web,2018-04-25T00:00:00.000,Closed with explanation,No,,N/A,2887521
2018-09-11T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Didn't receive enough information to verify debt,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,NJ,08753,N/A,Fax,2018-09-11T00:00:00.000,Closed with explanation,Yes,Servicemember,N/A,3015760
2018-07-30T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,Select Portfolio Servicing ( SPS ) is in violation of 12 CFR Part 1024 ( Regulation X ). They have not responded to my error notification and qualified written request for information which is dated XX/XX/2018 and XX/XX/2018. See attached documentation.,,"SELECT PORTFOLIO SERVICING, INC.",NJ,08085,Consent provided,Web,2018-08-09T00:00:00.000,Closed with explanation,Yes,,N/A,2977076
2018-03-12T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Didn't receive enough information to verify debt,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",NJ,08611,N/A,Referral,2018-03-12T00:00:00.000,Closed with explanation,Yes,,N/A,2840830
2018-08-04T00:00:00.000,Debt collection,Mortgage debt,Attempts to collect debt not owed,Debt is not yours,"On XX/XX/2018 a man appeared at my door saying he was serving papers for ( what initially sounded like ) XXXX. I said I had no account with them, and told me I needed to call the lawyer involved. Upon looking at the documents they related to my deceased grandmother. Knowing that by Federal law I am not responsible for this debt, and the fact it felt like a scam ( being served with papers without any prior effort by any party to contact me regardless ), I did not take action. On XX/XX/XXXX I and my spouse received additional correspondence from this lawyer stating that he was entering into judgment to have the debt paid. All documentation contains a laundry list of relatives for my late-grandmother, including the executor of her will ( which is not me ). Upon reviewing documentation sent by certified mail it seems that she took out a loan at some point prior to her passing. At no point was I aware of this loan, I never discussed it with her, nor did I co-sign on this loan. After talking with a representative of the CFPB on XX/XX/XXXX I wrote a letter to this lawyer indicating that I have no legal responsibility for this debt, nor do I have any intention of paying it. This letter was sent by certified registered mail on XX/XX/2018.",,"Peer Advisors, LLC",NJ,080XX,Consent provided,Web,2018-08-13T00:00:00.000,Closed with explanation,Yes,,N/A,2982971
2018-05-21T00:00:00.000,Debt collection,Mortgage debt,False statements or representation,Attempted to collect wrong amount,"XXXX XXXX XXXX  ( XXXX ) is in violation of Forced Placed Insurance, lying and deceit. On XX/XX/2018, XXXX stated, "" Lenders Placed Insurance In your inquiry, you question XXXX adding Lender Placed Insurance ( LPI ) to the account. XXXX does not show that any LPI has been added to the account. '' However, in correspondence ( certified mail ) from XXXX dated XX/XX/2018 and received XX/XX/2018, XXXX states, "" This is your second and final notice that our records show that your hazard insurance expired and we do not have evidence that you have obtained new coverage. Because hazard insurance is required on your property, we plan to buy insurance for your property ... ... ... ... ... .. The insurance we buy : Will cost an estimated {$1100.00} annually, which may be significantly more expensive than insurance you can buy yourself. '' On numerous occasions I have explained to XXXX they have no legal security interest in the property they now claim to be placing forced placed insurance on. The legal description in all notes and mortgages do not coincide with the property they are now fraudulently trying to place insurance on. XXXX continues to conduct business in a fraudulent manner and continues to go unchecked by appropriate authorities. I demand appropriate action by the CFPB.",,HSBC NORTH AMERICA HOLDINGS INC.,NJ,08085,Consent provided,Web,2018-05-21T00:00:00.000,Closed with explanation,Yes,,N/A,2912762
